Date,Close
2019-01-02,114.74230194091797
2019-01-03,112.083251953125
2019-01-04,115.7933120727539
2019-01-07,116.96115112304688
2019-01-08,118.16487121582031
2019-01-09,118.72186279296875
2019-01-10,119.3057632446289
2019-01-11,119.33268737792969
2019-01-14,118.57813262939453
2019-01-15,119.87171936035156
2019-01-16,120.21307373046875
2019-01-17,121.18326568603516
2019-01-18,122.75529479980469
2019-01-22,121.075439453125
2019-01-23,121.20121765136719
2019-01-24,121.4527359008789
2019-01-25,122.5936279296875
2019-01-28,121.69530487060547
2019-01-29,121.52457427978516
2019-01-30,123.357177734375
2019-01-31,124.44412231445312
2019-02-01,124.62383270263672
2019-02-04,125.51312255859375
2019-02-05,126.03414154052734
2019-02-06,125.90840148925781
2019-02-07,124.71361541748047
2019-02-08,124.83941650390625
2019-02-11,125.09988403320312
2019-02-12,126.66300201416016
2019-02-13,127.0582504272461
2019-02-14,126.83367919921875
2019-02-15,128.22604370117188
2019-02-19,128.4775848388672
2019-02-20,128.74708557128906
2019-02-21,128.30691528320312
2019-02-22,129.1513214111328
2019-02-25,129.33999633789062
2019-02-26,129.0974578857422
2019-02-27,129.14236450195312
2019-02-28,128.8728485107422
2019-03-01,129.7352294921875
2019-03-04,129.1333770751953
2019-03-05,128.89080810546875
2019-03-06,127.91166687011719
2019-03-07,126.91452026367188
2019-03-08,126.65399932861328
2019-03-11,128.51348876953125
2019-03-12,128.94473266601562
2019-03-13,129.7711639404297
2019-03-14,129.66336059570312
2019-03-15,130.26527404785156
2019-03-18,130.7503662109375
2019-03-19,130.72335815429688
2019-03-20,130.1844024658203
2019-03-21,131.71153259277344
2019-03-22,128.9627227783203
2019-03-25,128.8741912841797
2019-03-26,129.8676300048828
2019-03-27,129.27157592773438
2019-03-28,129.84056091308594
2019-03-29,130.69859313964844
2019-04-01,132.21588134765625
2019-04-02,132.2068634033203
2019-04-03,132.5229949951172
2019-04-04,132.80299377441406
2019-04-05,133.4713592529297
2019-04-08,133.58876037597656
2019-04-09,132.784912109375
2019-04-10,133.3990478515625
2019-04-11,133.39002990722656
2019-04-12,134.2841796875
2019-04-15,134.17578125
2019-04-16,134.2119598388672
2019-04-17,133.71517944335938
2019-04-18,133.9138641357422
2019-04-22,133.94998168945312
2019-04-23,135.29574584960938
2019-04-24,135.1151123046875
2019-04-25,134.88929748535156
2019-04-26,135.6208953857422
2019-04-29,135.81961059570312
2019-04-30,135.82859802246094
2019-05-01,134.81707763671875
2019-05-02,134.59127807617188
2019-05-03,136.04539489746094
2019-05-06,135.61184692382812
2019-05-07,133.2726287841797
2019-05-08,133.055908203125
2019-05-09,132.63136291503906
2019-05-10,133.24551391601562
2019-05-13,129.87669372558594
2019-05-14,131.05084228515625
2019-05-15,131.82752990722656
2019-05-16,133.01976013183594
2019-05-17,132.08045959472656
2019-05-20,131.14114379882812
2019-05-21,132.4236297607422
2019-05-22,131.94497680664062
2019-05-23,130.2650909423828
2019-05-24,130.58120727539062
2019-05-28,129.4341583251953
2019-05-29,128.5490264892578
2019-05-30,128.8019256591797
2019-05-31,127.06780242919922
2019-06-03,126.81491088867188
2019-06-04,129.65994262695312
2019-06-05,130.6533966064453
2019-06-06,131.385009765625
2019-06-07,132.57717895507812
2019-06-10,133.31781005859375
2019-06-11,133.19137573242188
2019-06-12,133.0107421875
2019-06-13,133.6248779296875
2019-06-14,133.3358612060547
2019-06-17,133.43289184570312
2019-06-18,134.8923797607422
2019-06-19,135.35467529296875
2019-06-20,136.59661865234375
2019-06-21,136.61477661132812
2019-06-24,135.8533172607422
2019-06-25,134.56602478027344
2019-06-26,134.3122100830078
2019-06-27,135.1190185546875
2019-06-28,136.06178283691406
2019-07-01,137.0227508544922
2019-07-02,137.33998107910156
2019-07-03,138.37347412109375
2019-07-05,138.29183959960938
2019-07-08,137.5485382080078
2019-07-09,137.7932891845703
2019-07-10,138.3552703857422
2019-07-11,138.5457305908203
2019-07-12,139.25283813476562
2019-07-15,139.1621551513672
2019-07-16,138.80859375
2019-07-17,137.89303588867188
2019-07-18,138.40066528320312
2019-07-19,137.6119842529297
2019-07-22,137.93833923339844
2019-07-23,138.86302185058594
2019-07-24,139.71517944335938
2019-07-25,138.97178649902344
2019-07-26,139.97808837890625
2019-07-29,139.6426239013672
2019-07-30,139.50665283203125
2019-07-31,137.98367309570312
2019-08-01,136.70547485351562
2019-08-02,135.59945678710938
2019-08-05,131.57449340820312
2019-08-06,133.28782653808594
2019-08-07,133.43289184570312
2019-08-08,135.9711151123047
2019-08-09,135.00115966796875
2019-08-12,133.33314514160156
2019-08-13,135.23684692382812
2019-08-14,131.32969665527344
2019-08-15,131.57449340820312
2019-08-16,133.56883239746094
2019-08-19,135.15530395507812
2019-08-20,134.12181091308594
2019-08-21,135.25502014160156
2019-08-22,135.1371612548828
2019-08-23,131.7285614013672
2019-08-26,133.06117248535156
2019-08-27,132.4447479248047
2019-08-28,133.38755798339844
2019-08-29,135.15530395507812
2019-08-30,135.1099090576172
2019-09-03,134.23062133789062
2019-09-04,135.66290283203125
2019-09-05,137.4759979248047
2019-09-06,137.50318908691406
2019-09-09,137.5848388671875
2019-09-10,137.7207794189453
2019-09-11,138.8448944091797
2019-09-12,139.26190185546875
2019-09-13,139.12591552734375
2019-09-16,138.84359741210938
2019-09-17,139.1805419921875
2019-09-18,139.16232299804688
2019-09-19,139.07127380371094
2019-09-20,138.46104431152344
2019-09-23,138.53395080566406
2019-09-24,137.24989318847656
2019-09-25,138.11500549316406
2019-09-26,137.69610595703125
2019-09-27,136.87649536132812
2019-09-30,137.5139923095703
2019-10-01,135.7198944091797
2019-10-02,133.51605224609375
2019-10-03,134.59976196289062
2019-10-04,136.3573760986328
2019-10-07,135.820068359375
2019-10-08,133.62533569335938
2019-10-09,134.85475158691406
2019-10-10,135.7198944091797
2019-10-11,137.17703247070312
2019-10-14,137.04954528808594
2019-10-15,138.3973388671875
2019-10-16,138.14234924316406
2019-10-17,138.59767150878906
2019-10-18,138.04217529296875
2019-10-21,138.94375610351562
2019-10-22,138.5248565673828
2019-10-23,138.80715942382812
2019-10-24,139.18963623046875
2019-10-25,139.7451934814453
2019-10-28,140.5921173095703
2019-10-29,140.56475830078125
2019-10-30,140.9017333984375
2019-10-31,140.40992736816406
